Ticker,Returns,Volatility,dividendRate,trailingPE
MMM,0.4311468449314855,0.3558331760013538,3.12,29.50577
AOS,-0.1499215568627519,0.2549757516142121,1.42,15.261333
ABT,0.250969319759848,0.2062911587317376,2.52,25.40196
ABBV,0.2633747231335441,0.2706214639278598,6.92,110.43781
ACN,0.0552445050773598,0.2679307309503578,6.52,14.614849
ADBE,-0.1573297013052988,0.3711126363081906,,14.346939
AMD,-0.2609543825543707,0.5282086216343008,,164.34732
AES,-0.4746212660674627,0.4297202693267425,0.7,7.6465106
AFL,0.2989579610626556,0.219254360139821,2.44,13.366468
A,-0.2055150111425345,0.2951876064732765,1.02,27.270744
APD,0.1977919842940504,0.2794625644442913,7.24,29.831404
ABNB,-0.1653227141699701,0.4138367715485319,,33.23457
AKAM,-0.1365611079237779,0.4155064660071684,,49.621624
ALB,-0.5306280502860616,0.5829520284738846,1.62,
ARE,-0.3887622063028794,0.2860329614515596,2.88,
ALGN,-0.4204852476788204,0.4040485900610697,,28.292437
ALLE,0.1874868953726427,0.2504915426101749,2.12,17.783857
LNT,0.2467591519956268,0.1900199815194537,2.09,22.789309
ALL,0.2011406018888033,0.2597759813593902,4.32,4.786836
GOOGL,0.0178627608544378,0.2998429697716127,0.88,27.759148
GOOG,0.0198978225642446,0.2977559273981711,0.88,27.647823
MO,0.4001325241753744,0.1859374427305873,4.24,15.068893
AMZN,0.0861901328919187,0.3353236077838603,,31.916346
AMCR,0.0111212105285733,0.2273054962823915,2.6,30.0
AEE,0.3404359122605925,0.1878882955437397,3.0,19.542967
AEP,0.2652622038051582,0.1908694565803467,3.8,19.02222
AXP,0.2035391497134104,0.316805424644548,3.8,19.410479
AIG,0.1249110229512114,0.2444205815345904,2.0,13.181339
AMT,0.3160889797894661,0.2738486663022234,6.98,30.945072
AWK,0.2124234445917083,0.2288251767064869,3.58,21.948582
AMP,0.1880249367611681,0.2945555309204083,6.8,11.295641
AME,0.0136300589869244,0.2565401260865382,1.36,34.196377
AMGN,0.1163992843473025,0.276133217964158,10.08,24.279749
APH,0.3395498138640789,0.3787723909854395,1.0,41.306034
ADI,0.1097659328863288,0.4234630329498546,4.4,61.607464
AON,0.2552930383856552,0.2172250662774073,3.28,17.954746
APA,-0.5089681945143739,0.5008362185992553,1.0,8.706293
APO,0.3481344350471329,0.4358542268503496,2.25,80.78302
AAPL,0.2874278701600186,0.3267457012702879,1.08,37.633614
AMAT,-0.1313475336126955,0.4806567458362314,2.12,45.403755
APP,1.7761573555536685,0.9266525242006196,,49.391117
APTV,-0.1156247326336416,0.4141227004270776,,41.31548
ACGL,0.0288508983498052,0.2582796645182089,,6.9661155
ADM,-0.1295785566069904,0.2678310863173517,2.08,36.660717
ARES,0.2596035556618394,0.4091545210541679,5.4,57.900917
ANET,0.4013410141049958,0.5281190020066329,,53.702053
AJG,0.3302709721149859,0.2153687354723592,2.8,34.75
AIZ,0.1445280971712565,0.2431247356010548,3.52,13.018965
T,0.5769901526701493,0.2285970049475297,1.11,7.4161186
ATO,0.346029515298061,0.1680885334052947,4.0,20.83128
ADSK,0.3093128480419995,0.2923657551894311,,33.353287
ADP,0.237368758776895,0.1917702576001702,6.8,21.48321
AZO,0.2701810324698283,0.2134726858726701,,21.13017
AVB,0.1677288955614149,0.2156626620732788,7.12,23.518608
AVY,-0.2033194540577716,0.2174773796467843,4.0,17.25338
AXON,0.8299285644997234,0.5505476184667535,,192.9637
BKR,0.194335809940565,0.360534887915483,0.92,20.519169
BALL,-0.2297698207260572,0.258632540410315,0.8,15.174606
BAC,0.1433541492436239,0.286961866288923,1.12,13.437964
BAX,-0.1785545755716958,0.334033326489463,0.2,
BDX,-0.0820412968918938,0.2128550918335027,4.2,26.207678
BRK-B,0.3126493319610325,0.1894635072381431,,14.520249
BBY,0.062147120300062,0.4381416852338677,3.84,13.296297
TECH,-0.3036718872852031,0.3845450553313768,0.32,75.00715
BIIB,-0.5468186567142702,0.2783493180616385,,21.110752
BLK,0.2550540647051572,0.2593869220655895,22.92,25.168428
BX,0.2153460134738554,0.3830673080196022,4.97,29.42564
XYZ,-0.0106165847757857,0.4980282883281807,,53.55469
BNY,0.4137795392401404,0.2455307321820215,2.12,17.756823
BA,0.1473181609212538,0.4013252630390695,,85.6627
BKNG,0.4580205095482274,0.2962554194351842,1.61,21.718998
BSX,0.3835497697246424,0.2236779776259456,,20.430962
BMY,0.2214477390397197,0.3005301631219795,2.52,15.995798
AVGO,0.6491539350016643,0.6304587956087242,2.6,65.95764
BR,0.2675110501749746,0.2142562592274955,3.9,15.955079
BRO,0.3231318132036695,0.2139428697617452,0.65,18.905539
BF-B,-0.2368819158590948,0.3224082556402741,0.92,17.20915
BLDR,-0.3287136094973085,0.4622743166971301,,27.4771
BG,-0.1826697032701246,0.2740520250868634,2.88,33.972298
BXP,0.1803925461400653,0.3153045112614569,3.08,31.301508
CHRW,0.2900145016125248,0.3162894737493592,2.52,37.60852
CDNS,0.1684134795497048,0.4178671827772387,,90.85315
CPT,0.2051957720468434,0.219019205471085,4.24,31.40503
CPB,-0.1592061725741855,0.2445093978149451,1.56,11.5625
COF,0.3362256971413845,0.3964131475513765,3.2,55.655388
CAH,0.3703210857130719,0.2199367183266206,2.05,31.380919
CCL,0.3629540571123615,0.498103229532481,0.3,11.982379
CARR,0.0841026650589753,0.3121684890540437,0.96,45.3
CVNA,1.3551099243405225,0.8014850937121611,,38.939304
CASY,0.4313986525653415,0.3219097006227114,2.28,43.523506
CAT,-0.007027476815772,0.3032177739753917,6.04,45.44684
CBOE,0.2501422691963575,0.2277673106235623,2.88,23.73846
CBRE,0.3990960537694998,0.3066975390046361,,29.879272
CDW,-0.2324835486871772,0.3102690700969039,2.52,16.429964
COR,0.2743251673498834,0.1889108382786362,2.4,21.03911
CNC,-0.1339001831279837,0.335538086558909,,
CNP,0.3324459160553304,0.2057130029316428,0.92,26.104294
CF,0.0820548843111169,0.3206730338276294,2.0,10.082882
CRL,-0.5467374989765028,0.5020108082610981,,
SCHW,0.1499064409458129,0.3064648202270317,1.28,17.634193
CHTR,0.4973929864387362,0.4072231424569002,,3.4840324
CVX,-0.0870834104817698,0.250606987883457,7.12,33.216404
CMG,-0.1627498652295283,0.3377577089945966,,26.642202
CB,0.1725946707030726,0.2124808517490965,4.08,11.5141945
CHD,-0.0386185558342345,0.1928938889853959,1.23,31.450659
CIEN,0.5131001130149442,0.531869248407625,,157.26509
CI,0.0035140903241317,0.2687022434478897,6.24,2.5346954
CINF,0.2301195212870315,0.2514889681536312,3.76,9.431676
CTAS,0.286733555734347,0.2524549559155684,1.8,37.39579
CSCO,0.2673064607965438,0.2276694324862916,1.68,41.056667
C,0.2019895615098772,0.3389326055696628,2.4,16.554388
CFG,0.1626765957143116,0.3487331468349408,1.84,15.260665
CLX,0.0743840332487205,0.2114086742970578,4.96,15.194308
CME,0.3511317049605124,0.1746557298363356,5.2,21.683178
CMS,0.2397227809598558,0.1701793756962391,2.28,19.808012
KO,0.2035616510733714,0.1646082027621613,2.12,24.930817
CTSH,0.1662513034996448,0.2494112546542494,1.32,11.687635
COHR,0.4345646194819869,0.728637533608199,,185.84361
COIN,0.3055074200379288,0.8376473887150081,,57.313282
CL,0.0453576147724713,0.2029536540425532,2.12,33.467056
CMCSA,-0.0382130867749881,0.2819353829607166,1.32,4.6401963
FIX,0.4630751274241931,0.5896974517119352,2.6,52.650566
CAG,-0.1398287706029509,0.2395499497348715,1.4,
COP,-0.2558690474510276,0.3214357264103388,3.36,20.177118
ED,0.2281108674148966,0.1896508652898809,3.48,17.852446
STZ,-0.23881696143113,0.2898234114626133,4.12,14.530698
CEG,0.436716307613458,0.6930401383310278,1.71,21.953993
COO,-0.0531626525518489,0.2894335718568234,,33.18408
CPRT,0.1449237218674035,0.2438200215012814,,19.062113
GLW,0.369527832293365,0.3411303215726995,1.12,91.20433
CPAY,0.1524550276485921,0.3394453104073381,,20.655525
CTVA,0.1883257445236927,0.2661608785033176,0.72,41.129726
CSGP,-0.1498054350901531,0.3157470001602906,,473.57144
COST,0.3525037489569343,0.2220268798689818,5.88,48.946285
CRH,0.2886472040419013,0.3405877858417295,1.56,19.192022
CRWD,0.5162140856281501,0.5277627962083307,,
CCI,0.2027711151500789,0.2631486053031106,4.25,39.29536
CSX,-0.1238133639051826,0.2510960887978429,0.56,28.993864
CMI,0.1023724528613156,0.3036011959645603,8.0,34.538383
CVS,0.2865632090717194,0.3762405684508014,2.66,41.956142
DHR,-0.170887560808831,0.2852145301950253,1.6,36.059498
